player_id,player,mlb_id,fv,hit,power,run,arm,field,fb_grade,fb_velo,cb_grade,sl_grade,ch_grade,control,height,weight,bats,throws,writeup,commits_to
p0039,Jensen Hirschkorn,835708,50,,,,,,65,95-96,,55,50,55,"6' 7""",205,L,R,"The Northern California high school scene hasn't produced a first-round arm since Matt Manning went No. 9 overall to the Tigers back in 2016. That dry stretch could end in 2026 with Hirschkorn. He didn't enter the summer that high on radars, but he certainly ended it firmly on the map, especially with outstanding performances at Perfect Game National and the Area Code Games, showing off a combination of size, athleticism and projection.Standing at 6-foot-7, Hirschkorn is an athletic right-hander with the chance to have a legitimate three-pitch mix. It's easy gas, up to 95-96 mph with very little effort, and it plays well at the top of the zone. There's a ton of room to get bigger and stronger, making it easy to dream of triple digits in the future. He backs it up with a very good low-80s slider that misses a ton of bats. There is some feel for a mid-80s changeup, but he hasn't thrown it a ton yet.Over the winter, scouts might check in to watch Hirschkorn's athleticism on the court during basketball season. That part of his game is apparent in his ability to repeat his delivery and fill up the zone, though some might quibble with a little high elbow. He's not done a lot of work in terms of pitch design, adding even more upside potential for the LSU recruit. He's reminded some of Noble Meyer, a 2023 high schooler from the Pacific Northwest who ended up going No. 10 overall in that Draft.",
p0074,Will Brick,836364,50,45,50,40,65,55,,,,,,,"6' 2""",195,R,R,"Christian Brothers HS (Memphis, Tenn.) has sent 11 players to the Majors, most notably All-Star catcher Tim McCarver. The Purple Wave now have the best prep catching prospect in the 2026 Draft after Brick reclassified from the 2027 class. He made that decision in October after starring for Team USA at the 18-and-under World Cup in Japan, batting .333 while providing quality defense behind the plate as the second-youngest player on the squad.Brick's best tool is his well-above-average arm strength, as he regularly records sub-1.9-second pop times and can throw out basestealers from his knees. He moves well behind the plate and shows the potential to become a solid receiver and blocker once he improves his one-knee technique. He didn't have any issues handling the premium stuff he saw with the U.S. 18-and-under team and scouts rave about his makeup.Brick's bat hasn't been as good as anticipated this spring. The Mississippi State recruit has a quick right-handed stroke but gets too passive at times and his long levers result in some in-zone swing-and-miss worries. He displays plus raw power in batting practice but focuses more on hitting line drives during game action.",
p0049,Kaden Waechter,826388,50,,,,,,55,95-96,,55,45,55,"6' 3""",190,R,R,"Doug Waechter grew up in the Tampa-St. Pete area then went on to pitch for parts of six seasons in the big leagues, five of them with the hometown Rays after they took him in the third round of the 1999 Draft. His son, Kaden, has a chance to go earlier than that, a product of the same Jesuit High School in Tampa that produced future big league right-handers like Brad Radke and Lance McCullers Jr.Waechter offers an exciting combination of MLB family ties, projection in a 6-foot-3 frame, athleticism and feel for pitching. His fastball typically registers average velocities, sitting around 93 mph, though he can reach back for 95-96 mph, and there could be more in the tank to come. It plays up because it has good life to it, and he can command it to both sides of the plate. His top secondary offering right now is a slider that works best as an out pitch in the 84-86 mph range. He’ll crank it up a bit and turn the pitch into an upper-80s cutter, and he has some feel for a changeup, though he can drop his elbow on it at times.All of Waechter’s arsenal comes from an easy and repeatable delivery. He’s willing to throw all of his offerings at any point, pitching backwards when he needs to, filling up the zone consistently. Ceiling and pitchability don’t often come in one package, and that’s why scouts will be watching this Florida State recruit very carefully in the spring.",
p0034,James Clark,835434,50,55,45,60,50,50,,,,,,,"6' 1""",195,L,R,"As a junior, Clark hit .411 hitting leadoff and playing shortstop for St. John Bosco high school in California, earning MVP honors in the ultra-competitive Trinity League. He continued to perform over the summer at events like the Area Code Games and also helped Team USA take home a Gold Medal at the WSBC U-18 World Cup in Japan. He didn’t play a ton over the fall, but that did little to disrupt his upward momentum, and a strong start to his spring didn't hurt, either. But some struggles as his senior season wore on impacted his stock a bit.Clark has an exciting combination of upside and instincts. He’s a left-handed hitter who consistently makes excellent swing decisions. He doesn’t chase and routinely squares up the baseball with plus bat speed. While he’s pure hit and approach over power right now, there is some conviction that his ability to drive the ball will continue to show up as he moves along in the game. He’s a plus runner, and that tool plays up even more because of his high baseball IQ.The only thing scouts aren’t sure about regarding Clark is his ability to stick at shortstop long term. Teams interested in him early will certainly give him the chance to play the premium position, where his instincts and accurate arm play well, but some think second or third base might be a better fit long-term. He’s now committed to Duke for college, where he would get the chance to keep playing with his twin brother, Miles.",Duke
p0061,Ben Blair,835278,50,,,,,,55,,,50,50,60,"6' 3""",200,R,R,"After helping Liberty Christian Academy win a state title in Virginia as a junior in high school, Blair stayed put for college ball, immediately impacting the Liberty University pitching staff as a freshman reliever who earned Conference USA all-freshman team honors. He moved into the rotation as a sophomore in 2025 and was named to CUSA’s all-conference first team, and he’s upped his game even more in leading the Flames as their Friday night starter, vaulting him up Draft boards in the process.Blair offers an intriguing combination of funk, deception, stuff and command, with as many as five pitches to choose from. He’ll throw both a four-seam, with decent run to the glove side, and a two-seam with sink to the arm side, firing his fastball up to 97 mph. The sinker is a true bowling ball which was getting ground-ball outs around 50 percent of the time in 2026. He has a distinct slider, with bite, depth and occasional sweep, missing bats at around 83-84 mph, and more of an upper-80s cutter with short, late life. He doesn’t use his mid-80s changeup much, but some scouts think it could be solid average in time.All of Blair’s stuff plays up because of his unorthodox mechanics. His delivery features a low slot and cross-body arm action to go along with a leg kick. It looks like it should take a lot of effort, but he repeats it well and has become an extreme strike-thrower, creating a very uncomfortable at-bat. Not all teams will like the arm action, but his ability to take the ball every week this year with positive results should have him off the board in the top two rounds.",Liberty
p0064,Jake Brown,806701,45,,,,,,50,,,55,50,55,"6' 2""",206,L,L,"Brown comes from a Sulphur (La.) HS program that has sent four pitchers to the big leagues, headlined by John Thomson. A key starter for the U.S. national team that won the 18-and-under World Cup last September, he's one of the most polished high school arms in the Draft. But his stuff hasn't taken a step forward this spring, so it may be difficult for clubs to select Gatorade's state player of the year high enough to divert him from his Louisiana State commitment.&nbsp;&nbsp;Brown's fastball typically ranges from 88-92 mph and peaks at 94, but it plays better than its velocity thanks to low release height and carry as well as his ability to command the heater. He can land his sweeping 78-82 mph slider for strikes or get hitters to chase it off the plate. He can fade or sink a changeup with similar velocity, and he has the faith to throw it in any count.&nbsp;Brown is also a quality athlete who doubles as a center fielder and one of the best prep hitters in Louisiana. He hides the ball well in his low-effort delivery and moves his pitches around the strike zone with ease. He might make a push for the first round with more velocity and there's definitely more projection remaining in his 6-foot-2 frame.",Louisiana State
p0062,Rocco Maniscalco,836548,50,45,50,50,60,60,,,,,,,"6' 2""",192,S,R,"When scouts went to see 2024 Marlins second-rounder Carter Johnson at Oxford (Ala.) HS, they couldn't help but notice Maniscalco, then a freshman. He has reclassified into the 2026 Draft and will be one of the youngest players (17 years, two months) selected in years. He shares some similarities to Eli Willits, who reclassified into the 2025 Draft and went No. 1 overall, with Maniscalco possessing more power potential but less speed. The biggest difference is that Willits starred in his final high school season while Maniscalco looked overmatched at the plate during his before rallying some later in the spring.While Maniscalco had a reputation for having a very advanced approach for his age, he has looked too aggressive at times and too passive at others while struggling to make contact against Alabama high school pitching. Evaluators are willing to cut him some slack because of his youth, but they don't like the deep trigger in his swing. A switch-hitter, he has a markedly better stroke from the left side. Though there now are concerns about his hitting ability, most scouts believe he'll develop average or better power once he fills out his 6-foot-2 frame.Maniscalco is presently an average runner, with some scouts wondering if he might get a bit quicker as he adds strength and others speculating that he might lose a step. There's no question about the Mississippi State recruit's ability to remain at shortstop, where he has smooth actions and projects as a plus defender with arm strength to match. The son of Matt Maniscalco, who made it to Triple-A as a shortstop in the Rays system and runs his travel ball program, Rocco has developed a high baseball IQ while growing up around the game.",
p0048,Joseph Contreras,828631,50,,,,,,55,92-95,,55,55,45,"6' 4""",207,R,R,"The son of former All-Star José Contreras, Joseph inherited his father's 6-foot-4 frame and aptitude for throwing a forkball. He helped Blessed Trinity HS (Roswell, Ga.) win the state 4-A title in 2025 while his velocity and prospect stock were making significant jumps. He could fit into the top two rounds as one of the higher-ceiling arms in the high school class, though teams will have to sign him away from a Vanderbilt commitment.After topping out at 91 mph in 2024, Contreras now works at 92-95 and peaks at 98 with his four-seam fastball, though it doesn't stand out in terms of life or shape. He did manage to jam Aaron Judge with a 94-mph heater and induce a broken-bat double play while pitching for Brazil during the World Baseball Classic. He still has room to pack plenty of muscle on his lanky frame, so he could add more power to his heater and his secondary offerings. His best pitch is a 77-81 mph forkball that dies at the plate, though both his 82-85 mph slider and 80-83 mph changeup with fade are solid weapons as well.Contreras has a clean arm action and delivers his pitches from a high three-quarters slot with short extension, creating some reliever risk. He throws his fastball for strikes and gets chases with the rest of his arsenal, though he still requires more polish. He needs to improve the quality and command with his heater and show that his forkball, slider and changeup will work against more discerning hitters.",
p0083,Ty Head,813935,40,50,40,50,50,55,,,,,,,"6' 3""",205,L,L,"Only one player in Central Florida was named both an All-American and a Gold Glove winner by the American Baseball Coaches Association. That was Head, the top player in the Orlando area who helped lead his Windermere High School team to a regional championship its first appearance in the state Class 7A finals for the first time in school history. The Orange County male athlete of the year also caught the attention of scouts, who like his combination of tools and makeup.The first thing that might stand out with Head is his athletic 6-foot-3 frame. He’s a left-handed hitter and thrower with instincts on both sides of the ball. Right now, he’s more hit over power with a solid approach and a feel for making consistent contact. There is some question about how much power he’ll have, as he didn’t always show enough impact, but it’s not hard to dream on more pop to come as he physically matures. He’s an aggressive and savvy baserunner who can steal some bags.Right now, Head is athletic enough to play center field and was recognized for his glove work this spring. While his instincts should allow him to stay up the middle initially, there are some who feel he might continue to slow down and will have to shift to an outfield corner. That would put more pressure on that projectable power to show up on the regular. Teams considering him on Day 2 of the Draft will be buying the North Carolina State recruit’s upside, work ethic and overall baseball IQ.",North Carolina State
p0124,Beau Peterson,828679,50,55,50,40,60,50,,,,,,,"6' 3""",195,L,R,"The best Kansas prep position prospect since Bubba Starling went fifth overall to the Royals in 2011, Peterson won the High School Home Run Derby during All-Star Week and performed well at most showcase events last summer. He entered 2026 as one of the top power hitters in the high school class but isn't driving the ball with authority as much this spring. He would draw some interest as a pitching prospect if he didn't have so much offensive potential.Peterson is employing a selective approach, keeping his left-handed swing under control and utilizing the entire field. He still possesses plus raw power but is focusing on making line-drive contract. Once he learns to drive balls in the air more regularly, he could produce 20-25 homers per season.Peterson has slowed down as he has gotten stronger and is now a below-average runner. There are mixed opinions about his defense at third base, with some scouts believing he's fine there and others questioning his athleticism and envisioning him as more of a corner outfielder. His arm strength is beyond reproach because the Texas recruit has been clocked up to 94 mph on the mound, where he also has displayed an interesting low-80s slider.",
p0044,Connor Comeau,828792,50,55,50,40,55,45,,,,,,,"6' 4""",180,L,R,"Comeau climbed Draft boards with a strong finish to the showcase circuit, batting a combined .417 with four extra-base hits in 10 games between the Area Code Games and the World Wood Bat Association World Championship. In between, he participated in the Canadian Futures Showcase and finished second in the Home Run Derby at Rogers Centre. He won't turn 18 until a month after the 2026 Draft, adding to his appeal.Comeau is very advanced at the plate for his age, employing a quick and effortless left-handed stroke while making good swing decisions. He's underdeveloped physically at 6-foot-4 and 190 pounds, so he's only scratching the surface of his power potential. He already shows precocious feel for driving balls to the opposite field and could provide 20-25 homers on an annual basis once he adds needed strength and pulls more pitches.Because he's a below-average runner, Comeau has limited defensive options. The Texas A&amp;M recruit won't stick at shortstop, with third base his best-case scenario and the outfield corners not much of an option unless he gets quicker as he gets stronger. He has been clocked up to 92 mph on the mound, so arm strength isn't an issue.",
p0060,Blake Bryant,835682,50,,,,,,55,91-94,50,60,50,50,"6' 6""",182,R,R,"Bryant recorded one of the most dominant outings on the showcase circuit last summer, striking out all six batters he faced at East Coast Pro and concluding his day by catching likely early first-rounder Jacob Lombard looking at a 95-mph fastball. He also produced during the spring, helping Citizen Christian Academy (Douglas, Ga.) win the Georgia Independent School Association Class A championship by spinning five shutout innings in the first game of the finals. He's extremely projectable at 6-foot-5 and 180 pounds as well as the best pitcher in Clemson's recruiting class.His fastball already sits at 91-94 mph and tops out at 96 with ride and armside run, and Bryant should add more velocity as he gets stronger. He utilizes two different breaking balls, a sweeping low-80s slider with the potential to become a plus pitch and an upper-70s curveball. He also displays aptitude for a fading changeup, though it's a bit firm in the mid-80s.Bryant generates his solid arsenal with athleticism and arm speed. His stuff and control will fluctuate at times, which is typical of a lanky high schooler who's still developing physically, but he generally throws strikes. He has the ingredients to become a mid-rotation starter.",
p0088,Cooper Harris,835839,50,,,,,,55,90-94,50,55,50,55,"6' 3""",205,R,R,"When several heavy hitters came to Texas in February to scout college tournaments and some high school games, Harris dazzled them by striking out 17 in six no-hit innings. That outing was the first step in surpassing several more famous names to emerge as the consensus top mound prospect among Lone Star State prepsters. While he doesn't have the loudest stuff, he has feel for four pitches and has dominated all spring.Harris operates at 90-94 mph and reaches 96 with his fastball, displaying the ability to create carry, sink or cut while commanding it well. It could develop into a plus offering once it adds more power, as could his low-80s slider with high spin rates and flashes of two-plane depth. He lands a mid-70s curveball for strikes and has begun work on a mid-80s changeup.Harris has a projectable 6-foot-3 frame and, as one of the youngest pitchers in the Draft, plenty of time to add strength. The Texas recruit is athletic and moves well down the mound, creating good extension while easily repeating his delivery and pounding the strike zone. Assuming he turns pro as a top-two-rounds talent, he should advance quickly for a high schooler.",
p0147,Landon Brown,828884,,,,,,,,,,,,,"6' 4""",210,R,R,"Scouting grades: Fastball: 60 | Slider: 55 | Cutter: 50 | Splitter: 50 | Control: 50 | Overall: 50Known more as a slugging third baseman for much of his high school career, Brown has dramatically improved on the mound this spring. He has added significant strength as a senior, pushing his fastball to 98 mph as the highlight of a power four-pitch arsenal. He'll get the chance to play both ways if he attends Mississippi State but is more likely to focus on pitching after turning pro for a seven-figure bonus.Brown can work in the mid-90s with some armside run on his heater and maintain his velocity deep into starts, though his fastball gets hit more than it should and he'll need to tweak its shape to maximize its effectiveness. He has the makings of a plus low-80s slider with sweeping action and also utilizes an upper-80s cutter. He does a nice job of killing spin on a mid-80s splitter that he employs as a changeup.Brown has a strong 6-foot-4 frame and operates with little effort from a low arm slot and wide angle. He has the ingredients for average or better control once he gains more experience. Some evaluators worry that his long arm action and tendency to open up in his delivery pose reliever risk, while others believe he can clean that up as he focuses on pitching. He's just scratching the surface of his potential and could develop into a mid-rotation starter.",
p0089,Ethan Kleinschmit,826543,50,,,,,,50,90-93,,55,55,50,"6' 3""",206,L,L,"After helping his high school win an Oregon state title in 2023, Kleinschmit went the junior college route, spending a year and earning All-American status at Linn-Benton Community College. He made a seamless transition into Oregon State’s rotation in 2025, striking out 11.2 K/9 and holding hitters to a .194 batting average. More success pitching on the weekends for the Beavers could help him be one of the first college lefties to come off the board in July.During his first season in Corvallis, Kleinschmit showed the ability to fill up the strike zone with three pitches. While he won’t overwhelm anyone with pure stuff, he makes up for it with movement and feel for pitching. His fastball typically sat in the 90-93 mph range in 2025, topping out at 95 mph, with good tailing life and scouts wonder what an uptick in velocity might do for his profile, a la Red Sox lefty Connelly Early. He has good rotation and depth with his upper-70s slurvy slider to go along with decent feel and deception with his low-80s changeup.Early’s step forward stuff wise came with added strength and there’s the potential for Kleinschmit to go in that direction especially once he gets into pro ball. He has a solid starting pitcher’s foundation with his pitch mix and ability to be around the zone and if he manages to find more in the tank this spring, he’ll be on a more upward trajectory on Draft boards.",Oregon State
p0155,Carson Bailey,826053,50,,,,,,55,93-96,,55,55,50,"6' 4""",210,R,L,"Bailey worked just 23 2/3 innings at McLennan (Texas) CC before tearing the anterior cruciate ligament and meniscus in his left knee on March 4, ending his sophomore season. But that was more than enough to affirm his status as the top junior college prospect in the 2026 Draft, and he still could go as high as the second round following knee surgery. After spending 2025 at Baylor, he initially committed to Texas A&amp;M before joining the Highlanders.Bailey works with a 93-96 mph fastball that touches 98 with sink that elicits more grounders than swings and misses. His 82-85 mph breaking ball can fluctuate between a curveball and slider and is most effective when it has tighter break. Both are solid offerings with the potential to get better, as is his mid-80s changeup with fade and tumble.A quality athlete who gets down the mound well, Bailey has some effort in his delivery but improved his strike throwing before he got hurt. There's projection remaining in his 6-foot-3 frame, so he could add some more power to his pitches. If he turns pro, he should be ready to return to the mound around the start of next season. He missed his junior year in high school while recovering from Tommy John surgery.",McLennan CC
p0046,Blake Bowen,828790,50,45,60,60,60,55,,,,,,,"6' 3""",225,R,R,"There is a constant desire for baseball to attract more athletes to the game, and the scouting industry has the chance to do just that with Bowen. The JSerra Catholic standout entered the summer as a former football player with raw tools and finished it rushing up Draft boards because of more confidence in his ability to use those tools with outstanding performances at showcase events like the Area Code Games.Bowen is a veritable toolshed in a strong, athletic 6-foot-3 package. A football standout who is now focusing on baseball only, he’s a physical right-handed hitter who has always been able to punish the baseball. It might be 70-grade raw power, but the question in the past was if he would hit enough to get to it. There’s been in-zone swing-and-miss in the past, but he found the barrel a lot more consistently over the summer, leading evaluators to be more bullish on his hitability.With plus athleticism that plays on the basepaths and in the outfield, Bowen has the chance to stick in center field, though he has the plus arm to profile well in right field if needed. He also gets high marks for his makeup and high energy play on the field. If the hit tool keeps improving, the Oregon State recruit could easily skyrocket into the first round.",
p0030,Archer Horn,835704,50,50,50,50,60,50,,,,,,,"6' 2""",205,L,R,"Back in the late 1990s, Howard Horn was a part of the same Princeton pitching staff that featured future big leaguer and current Rangers general manager Chris Young. Howard's son, Archer, has become one of the more intriguing prospects in Northern California, a two-way player who most think has a brighter future as a position player after displaying his skillset over the summer at events like Perfect Game National and the Area Code Games.Horn joins Tyler Spangler as left-handed-hitting NorCal prep shortstops getting a lot of attention. While Spangler is the more highly regarded prospect, Horn might be a bit more explosive, albeit less polished. At the plate, he shows off good bat speed and the ability to loft the baseball, providing some confidence that he’ll impact the ball with high exit velocities, especially as he adds strength. Though not everyone loves his pure hit tool, there could very well be more power to come in the future.Horn is an average runner but is a good athlete who has been his school’s point guard on the basketball court in the past. He’s 93-95 mph off the mound, and that arm really works from shortstop. Some see a move to third or second in the future given his lack of pure footspeed, but refinement and consistency on his angles and transfers could give him a chance to stick. Both he and Spangler are committed to Stanford for college ball.&nbsp;",Stanford
p0104,Ethan Bass,828983,50,50,45,55,60,55,,,,,,,"6' 2""",180,R,R,"Glenbrook North's (Northbrook, Ill.) best prospect since Jason Kipnis played for the Spartans 20 years ago, Bass has the potential for at least average tools across the board. He doesn't have the same offensive upside as fellow Illinois prep shortstop Landon Thome, but some scouts think it's close and Bass is a superior athlete and defender. He outperformed Thome on the showcase circuit and projects as a possible second-rounder.Bass is a solid to plus runner with athletic actions at shortstop, a position he should be able to handle at higher levels. He has a strong arm with the ability to make throws from a variety of angles, and he has been clocked up to 90 mph on the mound. The Wake Forest recruit has a lot of similarities to Marek Houston, who played shortstop for the Demon Deacons before the Twins drafted him 16th overall last July.While he stands out most with his defense, Bass also has a lot to offer at the plate. He has a quick right-handed stroke and continues to add strength to his 6-foot-2 frame, flashing some opposite-field power and the possibility of 15-20 homers on an annual basis. He displays a mature approach at the plate and his biggest backers believe he can become a solid hitter. Scouts love his makeup.",
p0028,Sean Duncan,807078,50,,,,,,50,,,50,55,50,"6' 3""",184,R,L,"A majority of big league talent to be drafted out of British Columbia in Canada has been of the position player variety, with Tyler O’Neill and Brett Lawrie the most recent top three round success stories. The last time a high school pitcher went early from the province was back in 2002 when left-hander Adam Loewen was the No. 4 overall pick in the Draft. A fellow southpaw, Duncan looked like he had a very good chance to end that drought, first exciting scouts after throwing well at various showcase events last summer and fall, then standing out this spring during trips to Arizona in Florida. He walked off the mound with an elbow injury during a spring outing with Team Canada in the Dominican Republic, and&nbsp;though it was confirmed in early June that he would require Tommy John surgery, the industry was still bullish on him being drafted and signed.A projectable 6-foot-3 lefty, Duncan has shown steady progress stuff-wise while being in front of scouts a lot since age 14 pitching for Canada’s junior national team. He was sitting around 88-89 mph with his fastball then and kind hovered in that range, with scouts waiting for a leap forward. It’s possible that started to happen at the Futures Showcase, when he was up to 95 mph -- sitting 93 -- with his heater. He’s also shown the ability to show off at least above-average secondary stuff, really selling his deceptive changeup with excellent arm speed and snapping off very good breaking stuff when he stays on top of it.Not only does Duncan have a true three-pitch mix (it's not too difficult to dream about three above-average-to-plus offerings in the future), he’s shown a propensity for strike-throwing and understanding how to mix all of his pitches. He’s committed to Vanderbilt for college, but there was conviction he would still go in the first few rounds and rehab his elbow under pro instruction.",Vanderbilt
p0075,Jacob Dudan,822705,50,,,,,,60,116,,65,50,50,"6' 2""",191,L,R,"A high-leverage reliever at North Carolina State and with Team USA during his first two years in college, Dudan moved to the rotation this spring. The good news is that his fastball/slider combination remained dynamic in longer outings and he dramatically improved his control, making him a possible first-rounder. The bad news is that he blew out his elbow after throwing 116 pitches against Notre Dame on April 4 -- he hit 98 mph in the eighth inning -- and required Tommy John surgery.Dudan averaged 96 mph and touched 99 with his fastball as a junior, showing carry at times and sink at others, though his heater stands out more for its ability to generate groundouts than empty swings. His tight upper-80s slider is a legitimate wipeout pitch, producing a 41 percent chase rate and 48 percent swing-and-miss rate this spring. He also showed some feel for an upper-80s changeup with sink and fade, though he barely used it.A quality athlete, Dudan cut his walk rate from 15 percent in his first two seasons to 6 percent in 2026. While his aptitude for a changeup and improved control enhance his chances of succeeding as a starter, scouts believe his delivery with a long arm action and low slot makes him more likely to wind up as a reliever. He'll likely go in the second round even though he won't return to the mound until late 2027.",North Carolina State
p0138,Dee Kennedy,806131,50,55,50,55,55,50,,,,,,,"5' 11""",190,R,R,"Kennedy may be the most improved player in NCAA Division I this season. After batting .209 as a freshman at Texas in 2024 and topping the Big 12 Conference with 79 strikeouts in 2025 at Kansas State, he had LASIK surgery. Better vision has led to increased frequency and quality of contact, allowing him to earn Cape Cod League all-star honors last summer and eclipse the Wildcats' single-season home run record 20 this spring.Now that he's seeing the ball so much better, Kennedy is chasing fewer pitches and controlling the strike zone. While the right-handed hitter still will fish for some curveballs out of the zone, he has gone from being helpless against curves and sliders to crushing them. He's pulling balls in the air much more frequently than in the past, hitting them harder and generating plus raw power seemingly with just a flick of his wrist.Kennedy offers plenty of athleticism to go with his improved offensive profile. He shows solid speed out of the batter's box and even more quickness once he accelerates. A second baseman as a freshman and third baseman as a sophomore, he has upgraded his actions and lateral range at shortstop, where he displays solid arm strength.",Kansas State
p0162,Denton Lord,833685,50,,,,,,55,97-98,55,,45,55,"6' 8""",220,R,R,"The Florida panhandle is often a difficult area to get scouted due to its remote location. But evaluators will be spending plenty of time there just to see the pitching staff at South Walton High School. It’s a group led by Coleman Borthwick, transfer Griffin Loy and Lord, a super-projectable right-hander whose size and stuff certainly garnered attention during the summer showcase circuit at events like the East Coast Professional Showcase and MLB’s High School All-American Game.Lord is a tall and lanky 6-foot-8 right-hander with serious projection. His fastball will sit around 94 mph, though he’s shown the ability to reach back for 97-98 mph in shorter stints, and he throws it with heavy sink. At times, he can really snap off a plus upper-70s curveball, though he can try to do too much with it and it becomes slurvy. He doesn’t need a changeup in high school, but he did show a low-80s one occasionally over the summer, though it’s more of a batting practice fastball than anything truly effective.All of Lord’s arsenal comes from a fast, easy arm and it’s easy to dream on more velocity to come as he fills out that frame and learns to sync up his delivery consistently, which should also help his command. He did have Tommy John surgery as a freshman but has shown no ill effects now. He switched his college commitment from Florida to Mississippi State and will play for Brian O’Connor should the Draft not go his way.",
p0050,Joey Volchko,811285,45,,,,,,55,92-96,50,55,45,45,"6' 4""",225,R,R,"The best player to come out of Redwood High School in Visalia, California, has been infielder Aaron Hill, though he went on to spend three years at Louisiana State before starting his pro career. Hill was drafted out of high school in the sixth round and it looks like based on talent, Volchko could go much earlier than that after popping up in a big way this spring.Volchko is big and projectable at 6-foot-4, reminding some of a young Noah Syndergaard with a high-waisted frame, and he has the chance to have a legitimate four-pitch mix. Coming from a high overhead slot, he’s thrown his fastball in the 92-96 mph range. His upper-80s slider should be a plus pitch that misses bats, but his 82-85 mph curve is also an effective breaker. His firm 87-88 mph changeup is behind, but he has feel for that pitch as well.While he’s a good athlete who tunnels his pitches well, scouts wonder about Volchko’s ability to throw anything with arm-side run from that slot. His strike-throwing has been inconsistent at times, though improvements in that area this spring are a big reason for his helium. Scouts were streaming in to see whether it might be worth trying to sign him away from his commitment to Stanford.",Georgia
p0178,Peyton Bonds,835227,50,55,40,50,50,60,,,,,,,"6' 5""",230,R,R,"Yes, it is that Bonds. Peyton is the son of Bobby Jr., who played 11 years of pro ball with the Padres, Giants and in indy ball, grandson of Bobby, whose big league career spanned 14 years, and nephew of Barry. Also an outfielder, Peyton Bonds went from Franklin HS in New Jersey -- where he was a teammate of A's prospect Joshua Kuroda-Grauer -- to Campbell University for his freshman year. He then returned to the Garden State to play for Rutgers, where he had a solid sophomore season, then turned his performance up a notch this spring, though a hamstring injury suffered in an April series against UCLA kept him off the field for a spell.At 6-foot-5, 230 pounds, Bonds looks like he was sent down from central casting, even if his current offensive profile doesn't quite fit the body type. He has a really good feel to hit, with excellent in-zone bat-to-ball skills. There's plenty of bat speed and high exit velocities, but it hasn't translated to power just yet, with some thinking there could be more unlocked with some bat path adjustments at the next level.While Bonds has average speed, maybe a tick better, he might not be a pure base stealer. But he can really play center field, with outstanding instincts to stay up the middle for a long time. He gets high marks for his plus makeup and passion for the game, perhaps handed down from his father, who grinded it out in the Minors for more than a decade.",Rutgers
p0077,Tre Broussard,821507,50,55,40,70,55,60,,,,,,,"6' 0""",190,L,L,"The toolsy Broussard has flown under the radar more than he should, going undrafted out of a suburban Houston high school in 2023 and again after batting .409 with 17 steals in 36 games at San Jacinto (Texas) JC a year later. He's still overshadowed a bit in a deep crop of Texas college outfielders but is beginning to shed his anonymity. He stood out with his athleticism last spring after transferring to Houston and won co-MVP honors in the Cape Cod League All-Star game last summer.Broussard's best tool is his plus-plus speed, and he looks to get the most out of it by making consistent contact from the left side of the plate. He has a reasonably disciplined approach and hits hard line drives from gap to gap. He features bat speed and wiry strength, and he generates some surprising exit velocities along with occasional opposite-field power for a player listed at 6 feet and 170 pounds. He added muscle before his junior season and won't turn 21 until two months after the Draft, so he has more projection remaining than most college players.An accomplished basestealer, Broussard swiped 41 bags in 45 attempts (91 percent) between Houston and the Cape in 2025. His speed also plays well in center field, where he's a quality defender. With average to solid arm strength, he's capable of fitting anywhere in the outfield.",Houston
p0133,Bo Holloway,828800,50,,,,,,65,92-96,,45,55,50,"6' 5""",215,L,L,"Holloway has revamped his mechanics after transferring from Nolensville (Tenn.) HS to Nashville's Christ Presbyterian Academy, where his pitching coach is former Cy Young Award winner R.A. Dickey. He's generating one of the best fastballs and some of the most effortless velocity in this Draft, though his lack of feel for a breaking ball is a concern. His stuff backed up briefly when he was hit in the head by an errant throw during practice in early April, but he was back to touching the upper 90s by the end of the month.After working with a 92-96 mph fastball that lacked life last summer, Holloway now owns a 94-98 mph heater that has peaked at 100 with improved command and tumbling action. He's still not displaying much aptitude for spin, flashing some decent mid-80s sliders but most often working with a below-average breaker. He has much more trust in a slightly harder changeup with depth.The 6-foot-5 Holloway has tightened up his delivery and is doing a better job of keeping his long limbs in sync and providing consistent strikes. Lowering his arm slot has helped the Vanderbilt commit improve the shape of his fastball and his ability to harness it. He's one of the more intriguing left-handers available, though he comes with significant reliever risk and plenty of divergent opinions on where he belongs in the Draft.",
