player_id,player,mlb_id,fv,hit,power,run,arm,field,fb_grade,fb_velo,cb_grade,sl_grade,ch_grade,control,height,weight,bats,throws,writeup,commits_to
p0053,Luke Williams,828816,45,45,45,75,60,50,,,,,,,"6' 0""",180,R,R,"The Pittsburgh area high school ranks have produced some solid bats over the years, from Neil Walker back in 2003 to Alex Kirilloff in 2016 and, most recently, Cole Young in 2022. All three of those hitters were first-round picks, and Williams, who plays for Franklin Regional High School just east of the city, doesn’t appear to be joining that trio that high on Draft boards. But after missing the summer showcase circuit with an ankle injury, Williams’ ability to show off his premium athleticism this spring had him popping up in early-round conversations.While he’s a bit raw all-around, Williams is as twitchy an athlete as there is in this class. He’s not without tools, with elite bat speed and some definite raw power that he’s still learning how to tap into from the right side of the plate, though it remains to be seen if he can handle premium pitching. Some scouts put the maximum 80 grade on his speed, and it was completely back this spring with no ill effects from the injury. He runs with reckless abandon, with singles and walks quickly turning into triples.It remains to be seen if Williams can slow the game down enough to play shortstop long-term. He has more than enough arm, showing the ability to crank throws in the 90s across the diamond, and his speed and athleticism help him cover a lot of ground. He plays with his hair on fire at all times, largely a good thing, but he’ll need to show he can stay within himself. He gets high marks for his passion for the game, gaining kudos from the scouting industry for showing up to DH at fall events even though he wasn’t at full strength just because the Vanderbilt commit wanted to compete.&nbsp;",
p0149,Will Yow,837267,45,50,40,80,50,50,,,,,,,"6' 1""",175,R,R,"It’s a fairly regular occurrence for some high school bats from the Mid-Atlantic states to pop up as the Draft approaches. Jackson Merrill, a first-rounder in 2021 from Maryland is the big name, while Jonny Farmelo (2023) and Griffin Burkholder (2024) were Virginia products who went in the top two rounds of their Drafts. In some ways, Yow is ahead of his predecessors because none of that trio landed on MLB.com’s December Draft Top 100. It’s still hard to pinpoint where the Virginia prep shortstop fits because he didn’t do much on the summer showcase circuit, though he certainly opened eyes in Jupiter, Fla., this fall at Perfect Game’s WWBA World Championship.All conversations about Yow start with his speed. He might be the fastest player in the class, a true 80 runner, one who some scouts clocked doing a 6.15 60-yard dash at the Border Battle this fall. But while he has a slight build, he’s a super-twitchy athlete with some projection, he makes a ton of contact and he gets to some impact, even with a wood bat in his hands. He may never be a slugger, but no one predicted Trea Turner would hit 20-plus homers in the big leagues, either.That’s relevant because Yow does give off some Turner vibes. Like Turner from his amateur days, scouts aren’t sure if Yow and his average arm can stick at shortstop long-term (Turner has played over 1,100 games at the position), so teams might not want to look away from him at the premium position. After his pop-up performance in Jupiter, Yow decommitted from Richmond and signed on with Virginia for college in his Charlottesville backyard.",
p0097,Will Adams,828732,45,55,50,45,55,45,,,,,,,"6' 2""",203,L,L,"A two-way player with some promise on the mound, Adams has cemented his future as a position player this spring. The consensus is that he owns one of the prettiest left-handed swings in the 2026 high school class, though there are some mixed opinions how much power he'll ultimately have. A club that believes he could get to 25 homers per season while remaining on an outfield corner could take him as early as the second round.Adams employs a patient approach and has a history of making consistent contact to all fields. In the past, he would get too passive at times and didn't tap into his raw power on a regular basis. He's doing a better job of being selectively aggressive and turning his quick stroke loose as a senior, enabling him to drive balls in the air to his pull side more often.While Adams can display average speed at times, he figures to be no better than a fringy runner once he's physically mature. The Louisiana State recruit has decent range but is still refining his reads and routes as a right fielder, while some scouts believing he's destined to wind up at first base, where he's a solid defender. His arm isn't a question because he reaches 91 mph with his fastball while showing feel for an upper-70s changeup and slider.",
p0125,Kade Lewis,832392,45,55,50,45,50,40,,,,,,,"6' 2""",220,L,R,"Lewis broke into college baseball by winning the Big East Conference batting title (.377) and freshman of the year award in 2024. He transferred to Wake Forest last year and has posted similar numbers against better competition, while also earning All-Star honors in the Cape Cod League. His hitting ability is unquestioned, but how much a club believes he can offer beyond that will determine how high he climbs in the Draft.Lewis employs a simple setup and a flat left-handed swing geared for contact. He controls the barrel very well, focusing on lacing line drives from gap to gap, and he destroys fastballs perhaps better than any hitter in college baseball. While he's 6-foot-2 and 220 pounds, he may not have more than average bat speed or raw power, though his bat-to-ball skills should help him get to most of it.If Lewis winds up at first base, which is where Wake Forest plans to deploy him this season, his relative lack of pop may become an issue. He played mostly third base in 2025, but he's an erratic defender with just average arm strength there. He's a fringy athlete and could get a look in left field after he turns pro.",Wake Forest
p0101,Dylan Bowen,835728,45,55,45,60,55,55,,,,,,,"6' 0""",191,R,R,"Because he's one of the older legitimate prospects in the 2026 high school class -- 19 years and five months old on Draft Day -- Bowen creates some mixed opinions among evaluators. Some believe his mix of tools and potential to stay at shortstop could merit a third-round pick if he's signable. In large part because of his age, others would rather see him prove himself for two years at Oklahoma State before making a significant investment.Bowen has a simple right-handed stroke that he repeats well while focusing on producing line drives from gap to gap. He has the bat speed to catch up to quality velocity and makes consistent contact. He doesn't show much present raw power and generates a lot of grounders, so he may top out at 12-15 homers per season.Bowen has plus speed that translates into base-stealing ability and range at shortstop. He has solid arm strength and should be able to remain at short. His athleticism and arm give him the versatility to play almost anywhere on the diamond.",
p0220,Jack Dugan,835830,45,55,50,55,55,45,,,,,,,"6' 2""",193,L,R,"Ken Dugan won 1,137 games and two NAIA national titles in 37 seasons at Lipscomb (Tenn.), which is now an NCAA Division I program that plays at a field bearing his name. His grandson Jack has rebounded from a rough showcase circuit performance to emerge as the best hitter among Tennessee high schoolers with a strong spring. He helped his cause with an opposite-field homer off a 98-mph fastball from possible second-rounder Bo Holloway at a heavily scouted matchup in late March.Dugan uses a quick left-handed stroke to produce hard contact to all fields. He currently focuses on driving the ball from gap to gap but has the bat speed and strength for 20-homer power once he learns to launch more balls in the air to his pull side. He has settled down and made nice adjustments after trying to do too much at the plate last summer, when he struggled to catch up to velocity and couldn't solve secondary pitches.Though Dugan has solid speed and athleticism, he lacks the actions to stick in the middle infield. He has the arm strength and offensive upside to profile at third base, though some scouts believe he's destined for an outfield corner. He draws rave reviews for his makeup and will be Draft-eligible as a sophomore in 2028 if he follows through on his commitment to Tennessee.",
p0186,Anthony Murphy,821939,45,45,55,55,55,60,,,,,,,"6' 0""",185,R,R,"In 2025, California prep power Corona High School saw three players get taken in the first 32 picks of the Draft. Murphy was arguably the best offensive performer on the team that saw right-hander Seth Hernandez and shortstop Billy Carlson go in the top 10 and Brady Ebel go No. 32 overall, with the outfielder hitting over .400 and slamming 11 homers as a junior. Murphy raised his profile at MLB Develops events like the Hank Aaron Invitational and Breakthrough Series, while shining at MLB’s High School All-American Game and winning a gold medal with Team USA at the WSBC U-18 World Cup in Japan.A strong, physically mature right-handed-hitting outfielder, Murphy’s two standout tools are his raw power and his defense. He has at least plus raw pop and has shown he can get to it in games in high school, but there are questions about his hit tool moving forward. He likes to change his swing and fiddle with his setup a lot, and there’s been a good amount of swing-and-miss and chase as a result, though there’s some conviction that finding consistency in his mechanics should allow him to find the barrel enough.A plus runner, Murphy is considered by some area scouts to be one of the best defensive outfielders they’ve seen in recent memory. He can play center field and if he slows down and moves to right, he has more than enough arm for the spot. All of the LSU recruit’s tools play up because of his full-throttle, hard-nosed play, giving more confidence he’ll maximize his ability as a pro.",
p0145,Wilson Andersen,813397,45,,,,,,55,96-97,,50,50,50,"6' 4""",205,R,R,"Jesuit High School in Tampa has had a strong record of churning out professional-level talent, though the last one to sign from the school and make it to the big leagues was Lance McCullers Jr., a supplemental first-round pick back in 2012. Andersen, who participated over the summer in showcase events like Perfect Game National, PG’s All-American Game and USA Baseball’s 18U trials, has had a bit of an ascendant spring, potentially putting him in a position to be the first Jesuit product to get drafted since 2018.Over the summer, the 6-foot-4 Andersen sat around 93 mph and touched 96-97, and there’s been more consistent velocity during his senior year, routinely up to 97-98 with his heater. It can have good carry at the top of the zone, and he can get downhill at times. He has a solid mid-80s breaking ball that registers as a slider, though some feel it’s more of a power curveball shape-wise. Andersen showed off a very good changeup over the summer and in the fall, but it has sat on the shelf this spring because of the increase in velocity and overall stuff.Andersen has a very in-line delivery with his elbows tucked in, coming at hitters from a high slot. His command has suffered a bit as he’s learning to adjust to the firmer stuff, but he has the chance to be a dependable strike-thrower in the future. Not all evaluators are convinced he’s ready for pro ball, but plenty of teams will consider paying him now rather than wait to see how good he becomes after pitching at Mississippi State.",
p0130,Brendan Brock,833392,45,45,50,70,55,50,,,,,,,"6' 3""",200,R,R,"As a redshirt sophomore at Southwestern Illinois CC last spring, Brock slashed .462/.565/.870 and ranked third among national junior college players in hitting, on-base percentage and OPS (1.435) and fourth in slugging, and he was the only 20-20 player at that level, going deep 20 times and swiping 27 bases. After turning down over-slot offers from the Brewers as a 14th-rounder, he took his uncommon speed and athleticism for a catcher to Oklahoma. He has second-round tools but likely will last another round or two because of his struggles in Southeastern Conference play.Brock has a patient approach, quiet setup and a relatively compact right-handed stroke, but he also swings through a lot of strikes and mis-hits too many pitches. He crushes fastballs but really struggles against changeups and has problems with breaking balls as well. He possesses plus raw power and is at his best when he's driving balls from gap to gap.Brock combines plus-plus speed with basestealing aptitude. He'll slow down some if he remains behind the plate, where he moves well, is improving as a receiver and displays solid to plus arm strength. He also has started games at all three outfield positions for the Sooners, and a team wanting to maximize his bat and tools could opt to deploy him in center field.",Oklahoma
p0156,Hudson DeVaughan,840026,45,,,,,,60,93-95,55,50,50,50,"6' 5""",200,R,R,"Back trouble limited DeVaughan's exposure on the showcase circuit last summer, but he made up for lost time by reaching 96 mph with his fastball and 92 with his cutter at the World Wood Bat Association World Championship in October. He came out throwing even harder this spring while allowing no runs and just two hits while striking out 40 in his first 16 innings. He has emerged as one of the best high school pitching prospects in the Midwest and should become the first player ever drafted out of Mooresville (Ind.) HS, he missed the final month of the season with a scapular issue.With plenty of arm speed and little effort, DeVaughn produces four-seam fastballs that sit at 93-95 mph and top out at 98 with riding action, and he also owns an 89-91 mph two-seamer that sinks and a cutter with similar velocity. He shows feel for spinning a pair of breaking balls, a 78-80 mph curveball and an 82-84 mph slider with similar shape. He does a nice job of killing spin on a mid-80s changeup that fades, though he hasn't needed it much at this point.DeVaughan has a very projectable 6-foot-5 frame, so there should be more velocity to come. He has no problem throwing strikes while delivering pitches from a high three-quarters arm slot. If he follows through on his commitment to Alabama, he'll be Draft-eligible as a sophomore in 2028.",
p0113,Malachi Washington,812506,45,45,55,55,55,55,,,,,,,"6' 1""",203,R,R,"Parkview HS (Lilburn, Ga.) is one of the most successful high school programs in the country, winning nine state titles and three national championships in the last three decades while producing talents such as Jeff Francoeur, Jeff Keppinger and Matt Olson. The latest Panthers prospect is Washington, who tied for ninth nationally with 15 homers in 37 games last spring. He has a track record of performing at showcase events but still comes with some questions about his bat.Washington is solidly built at 6-foot-1 and 195 pounds with strong hands and wrists. He has a quick right-handed swing and generates impressive exit velocities, but he also gets overly aggressive at the plate and can struggle against breaking balls. He shows the ability to drive the ball to all fields yet makes more groundball contact than is desired.Washington's speed and arm strength both earn solid to plus grades. The Louisiana State recruit has a good chance to remain in center field in college or pro ball, and his arm and power would fit the right-field profile if he has to shift to a corner. He earns praise for his work ethic as well as his tools.",
p0127,Sean Dunlap,828985,45,45,50,50,55,45,,,,,,,"6' 3""",205,R,R,"Dunlap sustained a break in his right femur near his knee that required two surgeries that cost him most of his sophomore season at Crown Point (Ind.) HS. He made a full recovery and since has developed into one of the top prep catchers in the 2026 class. Bigger and athletic than most backstops, he stands out with his power and arm strength.Dunlap's bat speed and the strength in his 6-foot-3, 205-pound frame give him plus raw pop. He'll need to make some adjustments at the plate to make the most of his power because his right-handed swing can get long and he'll chase pitches looking to do damage. He does focus on driving balls from gap to gap, showing some understanding that he doesn't have to turn and burn to drive balls out of the park.Despite his size and position, Dunlap can post plus times in the 60-yard dash and is an average runner on the bases. The Tennessee commit moves well behind the plate for such a tall catcher and should be able to stay there, though his receiving needs more polish. He blocks well and has solid arm strength but could tighten up his release.",
p0068,Trey Ebel,821931,45,55,45,45,55,50,,,,,,,"6' 0""",180,R,R,"It appears that Dodgers third base coach Dino Ebel knows how to help create good ballplayers. Last year, older son, Brady, went No. 32 overall to the Brewers, signing for $2.75 million. This year it’s Trey’s turn. Hailing from the same Corona High School powerhouse, the younger Ebel has been an integral part of the school’s success, including a 2024 National High School Invitational title, though he often spent it in Brady’s shadow. He’s now in the spotlight and has been creating a name for himself.There are some area scouts who think Trey is a more complete player than his brother at the same point in his career. He has more quality at-bats than just about any high school hitter in the area. Unlike his brother, he swings from the right side and has shown he can handle velocity as well as good breaking stuff, making solid swing decisions and exhibiting good bat speed. He’s hit over power now, using the whole field, but there’s some raw pop for him to tap into.&nbsp;Being an Ebel comes with a now-renowned work ethic, as well as access to high level instruction, and Trey has followed his brother in taking it and getting better. He’s shown a desire to improve deficits in his game, like working out with Brice Turang to improve his speed. The Texas A&amp;M recruit is a better pure shortstop than Brady, with good instincts and a strong arm, even if he eventually needs to move to third and potentially be a plus defender there.&nbsp;",
p0171,Keon Johnson,828801,45,50,45,40,55,50,,,,,,,"6' 2""",203,R,R,"Johnson has been a famous prospect for years and won Gatorade's Georgia high school player of the year award as a junior last spring, but he presents a conundrum for scouts. They like the player more than his tools and his profile, and he regressed on the showcase circuit last summer after standing out there in 2024. It's unclear whether he'll get drafted high enough to divert him from a Vanderbilt commitment.Johnson takes better at-bats and makes contact more easily than most high school players. His right-handed swing can get too rotational at times, and he didn't do much damage against quality pitching during the summer, still putting the ball in play but producing too many rolled-over grounders. He does feature plenty of bat speed and strength, and his biggest proponents hope he can make adjustments and turn into a solid hitter with average power.As he has matured physically, Johnson has slowed down and now has below-average speed at best. He nevertheless has a chance to remain at shortstop, where his fluid actions and advanced instincts translate into surprising range. He has quick hands and solid arm strength, which would allow him to make an easy transition to third base if needed.",
p0063,Daniel Cuvet,804562,40,40,55,30,60,45,,,,,,,"6' 3""",240,R,R,"Cuvet was a mainstay on the high school summer showcase circuit in 2022, showing off his bat at events like the PDP League and the Perfect Game All-American Classic, where he was a finalist in the Home Run Derby. He continued to show off his carrying tool during his senior year at the Elite Squad Baseball (ESB) Academy in south Florida this spring.At 6-foot-4 and 225 pounds, Cuvet has the kind of frame and build that points to a corner infield profile. That carrying tool is his raw power and it’s definitely plus, with a ton of strength and the ability to drive the ball a long way. With that pop, however, comes a good amount of worry about swing-and-miss. There are holes in his swing, especially against breaking stuff, so he will have to make some adjustments in order to make consistent enough contact to tap into that power.While Cuvet has good hands and a plus arm that fired throws north of 90 mph from third base at the Draft Combine in June, his lack of footwork and quickness -- he’s a well below-average runner -- makes it less likely he can stick at the hot corner. First base is the most likely home for him, but any team trying to sign him away from his commitment to Miami will be interested in buying the bat, not the glove.",Miami
p0179,Tre Phelps,804569,45,50,50,45,55,45,,,,,,,"6' 2""",197,R,R,"The nephew of former Georgia basketball standout and WNBA player Angel Robinson, Phelps was the top in-state recruit in the Bulldogs' 2023 class. It took him a couple of months to earn regular playing time as a freshman but he slashed .353/.441/.699 with 12 homers in 42 games, including a total of 34 starts at all four infield and outfield corners, as well as DH. He also was the top performer on the U.S. collegiate national team's four-game summer tour, furthering his case as a potential 2025 first-rounder, but a disappointing sophomore season has torpedoed those chances before he pulled out of the Draft in mid-July.After standing out with the ability to make both consistent contact and hard contact as a freshman, Phelps has regressed in both regards this spring. He's trying to do too much at the plate, chasing too many pitches and letting his right-handed swing get too long and uphill. He showed the possibility of becoming a solid hitter with power to match a year ago but has struggled mightily with non-fastballs in 2025.Phelps displays fringy speed out of the batter's box but is closer to solid once he gets going. He moves well in the field and shows soft hands and a strong if sometimes inaccurate arm, but he loses focus much too often. He can play an adequate corner outfield or first base but scouts no longer give him any hope of handling third base.",Georgia
p0122,Julian Garcia,838190,45,,,,,,60,92-97,60,,40,55,"6' 3""",205,R,R,"St. John Bosco High School in California has been a nationally ranked team this spring, with a talented roster typically led by infielder James Clark. Scouts could often double up on days that Garcia was pitching, and there have been times this year that the 6-foot-3 right-hander has stolen the headlines. Garcia has excelled under the spotlight, landing in the top five in average velocity and average breaking ball spin rate in his start at USA Baseball’s National High School Invitational, then outpitching Orange Lutheran’s Gary Morse back home in California.At his best, Garcia can show off two plus pitches in his fastball and curve. While he’ll pitch anywhere in the 92-97 mph range, he’s answered questions about maintaining his stuff by carrying mid-90s heat deep into starts, and there could be even more consistent velocity down the road. He throws it with 18-19 inches of ride, a four-seamer with true carry. He backs it up with a nasty 12-to-6 curve that has been known to register 3,000 rpm spin rates. He has a changeup and has shown some feel for it, but he doesn’t need it given how good the fastball-curve combination is.Making Garcia’s current two-pitch mix play up is his ability to throw it consistently for strikes. He often commands both offerings like someone at a more advanced level. He pitches with a bulldog mentality, but controls his effort down the mound and has shown that he maintains his composure in big moments. Concerns about some reliever risk have dissipated, which should only help the Long Beach State recruit’s Draft stock.&nbsp;",
p0099,Gavin Giese,840025,45,,,,,,55,93-94,50,50,60,55,"6' 3""",190,R,R,"Dan Giese was a late-round pick of the Red Sox in the 1999 Draft and spent parts of three years in the big leagues with the Giants, Yankees and A’s before eventually entering the world of scouting, at one point serving as the Yankees director of professional scouting. His son, Gavin, had some serious helium as the spring progressed in Southern California and has a good chance to be the first player drafted from Dana Hills High School since Hans Crouse was a second-rounder in 2017.Giese offers a very intriguing combination of size -- he’s 6-foot-3 -- projection and, of course, MLB family ties. All of his stuff has taken a step forward this spring, starting with a fastball that sits around 93-94 mph currently. Not only does it play up because he throws it with high spin, but it’s easy to dream on more velocity to come as he fills out his athletic frame. His go-to secondary is his changeup, thrown with good late action to it in the 81-83 mph range. His breaking stuff is still a work in progress. He’ll show an average slider up to 83 mph and a typically upper-70s curve, but they currently lack the consistent bite you’d like to see.In addition to a potential four-pitch mix, Giese fills up the zone with all of his offerings and has a real feel to pitch that belies his years. Add in the ease of operation coming down the mound and how clean his arm action is and it’s obvious why cross-checkers were streaming in to see him this spring, enhancing the possibility that he won’t head to the University of San Diego, his father’s alma mater, for college ball.&nbsp;",
p0090,Brett Renfrow,814530,45,,,,,,55,,50,55,45,50,"6' 3""",220,R,R,"After high school ball in Virginia outside of Washington D.C., Renfrow stayed in-state and headed to Virginia Tech for college ball. He stepped right into the Hokies' rotation and was the first freshman to pitch on opening day since the school moved to the Atlantic Coast Conference for the 2005 season. He’s been a mainstay since and has pitched twice for USA Baseball’s Collegiate National Team, with uneven results as a junior making it a little bit tougher to pinpoint exactly where in the Draft he might hear his name called.From a size and pure stuff standpoint, Renfrow’s name belongs in the early rounds with some of the top college arms in the class. The 6-foot-3 right-hander can run his fastball up to 97 mph, sitting around 94, and it plays really well at the top of the zone. At times, Renfrow will show distinct upper-80s sliders and cutters, with the former featuring harder break with more depth than the shorter cutter, though they routinely blend together. He can fold in an 80-mph 12-to-6 curve effectively and will flash a solid, average mid-80s changeup, though he doesn’t incorporate the cambio as frequently as his other offerings.While Renfrow has limited the walks this spring, it has been more control over command. When he’s locked in, like he was in a late April start against North Carolina State, tossing eight shutout innings and fanning nine, he misses bats with all of his repertoire. Often this year, however, he’s missed with his fastball in the zone too much, and it’s gotten hit. That’s made him a bit of an enigma, with his ceiling perhaps being in the second round, where former Hokies right-hander Drue Hackenberg went in 2023 after a comparable inconsistent season.",Virginia Tech
p0233,Kolby Stringer,840217,45,,,,,,60,92-97,60,45,,50,"6' 3""",225,L,R,"Stringer has starred for the West Marion HS (Foxworth, Miss.) varsity since he was an eighth-grader, though his stuff would fluctuate because he was worked hard while also pulling double duty as a shortstop. He wasn't a regular on the showcase circuit, another reason he didn't register on scouting radars until he started popping mid-90s fastballs this spring. When he sustained that velocity and showed a pair of interesting secondary pitches, he became a candidate for the top three rounds.Working out of a high slot, Stringer produces impressive carry on a heater that ranges from 92-97 mph with the potential for more velocity to come. His arm angle allows him to stay on top of a 78-82 mph curveball with downer break that gives him a second plus offering, as well as a low-80s splitter with similar promise. He'll mix in an occasional mid-80s slider that lags behind the rest of his repertoire.Stringer has a strong 6-foot-3, 205-pound frame that could add more muscle. He creates some deception with good extension and some crossfire, and he shows the ability to move his fastball around the zone and deliver his secondary pitches for strikes. Originally committed to Pearl River (Miss.) CC, he signed with Louisiana State in late April.",
p0168,AJ Rice,840029,45,,,,,,50,,50,60,55,55,"5' 11""",175,R,R,"In a down year for high school right-handers, Rice has a better combination of a deep arsenal and polish than most. He'd be a lock to go in the top two or three rounds if not for his lack of physicality and his commitment to Auburn, but he still has plenty of believers among evaluators. He's built along the lines of Tim Hudson and his style is reminiscent of the four-time All-Star.Rice's best pitch is a tight mid-80s slider with high spin rates, but it's just one of four weapons at his disposal. His fastball sits in the low 90s, touches 95 and misses bats with its carry and armside run. His feel to spin extends to a low-80s curveball that he lands in the zone, and he also shows advanced aptitude for a fading mid-80s changeup.Rice has an up-tempo delivery but the athleticism to repeat it well and throw strikes with all four of his offerings. He generates his stuff with a quick arm and has a track record of performing against top competition. Though he's undersized at 5-foot-11, he has the potential to become a mid-rotation starter.",
p0200,Logan Georges,835751,45,,,,,,55,92-96,,55,50,45,"6' 5""",210,R,R,"While Georges has long had size and arm strength, his path to being a high-level Draft prospect was anything but certain. As a sophomore at Clovis High School outside of Fresno, California, Georges blew out his elbow and required Tommy John surgery. He returned to the mound in time for league play as a junior in 2025, then put the injury further in his rearview by throwing at a myriad of summer showcase events, including Major League Baseball’s All-American Game, Perfect Game National and the Area Code Games.While Georges’ senior year has had some ups and downs, he still brings an ideal 6-foot-5 pitching frame to the mound with the chance to have a quality three-pitch mix with excellent metrics under the surface. He’ll throw his fastball in the 92-96 mph range; it can have carry and ride, and he also has a two-seamer with good sink. He’ll flash a plus low-80s slider that can miss bats, giving him an effective sinker-sweeper combination at times. He’s shown glimpses of a very solid 84-85 mph changeup with sink and fade he’ll throw to hitters on both sides of the plate.Georges hasn’t always thrown quality strikes this spring, and at times, things can snowball for him on the mound. He’ll also be 19 come Draft time, which might ding him in some teams’ models. Even so, his stuff and the data behind it could be enough to get teams interested in signing him away from his commitment to Texas Christian.",
p0238,Josiah Morris,837268,45,50,40,45,55,50,,,,,,,"6' 1""",180,R,R,"Morris likely first jumped on anyone’s radar back in 2023 when he played well, going 5-for-10, for USA Baseball’s 15U team that went a perfect 5-0 in an international friendly series held in the Dominican Republic. A teammate with players like potential top-of-the-Draft prospect Grady Emerson, Morris has continued to make strides in all aspects of his game, showing off skills at multiple positions along with some ability at the plate.Morris’ twitchy athleticism stands out wherever he is on the field, whether it’s in the right-handed batters box, behind the plate or at shortstop. He’s a hit-over-power type now, showing the ability to make consistent contact and shoot the gaps with line drives generated from a short, compact swing. He needs to add strength, but scouts have seen enough impact to think he’ll get to some more power in the future.The 6-foot Morris has seen time as a backstop and up the middle at short. Scouts might prefer him more as a middle infielder, with a solid to a tick-above-average arm and the ability to transfer the ball quickly and throw from all angles. He’s learned to slow the game down some this spring, making strides defensively at short from the summer. The Oklahoma State recruit moves well bend the dish, but a slightly undersized right-handed-hitting high school catcher is a tougher profile.&nbsp;",
p0071,Roman Martin,800610,50,50,40,50,55,55,,,,,,,"6' 2""",208,R,R,"Servite High School in Anaheim has had close to two dozen players drafted over the years, though none since 2012 (Cole Irvin went on to the University of Oregon). Martin has a very good chance to end the drought after being a mainstay on the summer showcase circuit, then slashing .381/.548/.619 for USA Baseball’s 18U team in the WBSC U-18 Baseball World Cup Americas Qualifier in November.At times over the summer, Martin did look like one of the better high school prospects in the country on both sides of the ball, swinging the bat well at the start of the Area Code Games, for example. But his swing went backwards at times as his hands would get too deep and stuck in his load. There is bat speed, and he has a level path, so he could have an average bat in the future. His overall stock could be determined by how much impact he’ll have in terms of learning to turn on pitches and backspin balls, rather than just using the middle of the field.There are fewer questions about his defensive ability. While he’s an average runner, he has the chance to be an above-average to plus defender at shortstop to go along with a strong arm. He officially withdrew from the Draft in July, so he'll head to UCLA.",UCLA
p0102,Jason DeCaro,811311,45,,,,,,45,91-94,50,50,50,50,"6' 5""",225,R,R,"As a New York high schooler, DeCaro reclassified from the 2024 Draft to '23 and got an early jump on his college career at North Carolina. He looked like a potential 2026 first-rounder when he cracked the Tar Heels rotation as a 17-year-old freshman, but scouts aren't sure what to make of him because his stuff has leveled off since. His feel for pitching has allowed him to thrive in college and make the U.S. Collegiate National Team each of the last two summers.While DeCaro gets outs, he doesn't miss a lot of bats or land his secondary pitches in the zone consistently. His fastball has ordinary velocity (91-94 mph, peak of 97) and shape and relies on generating weak contact. His fading low-80s changeup has regressed a bit during his junior season and is now more of an average offering, as are his tight low-80s slider and upper-70s curveball.DeCaro keeps batters off balance by sequencing his pitches well and he throws consistent strikes from an upright delivery. Unless he improves the velocity and quality of his arsenal, he profiles more as a durable high-floor starter than someone who will pitch in the front half of a rotation. He's extremely young for a college junior (20 years, three months on Draft day) but doesn't have a lot of projection remaining in his strong 6-foot-5 frame.",North Carolina
p0092,Trey Beard,804295,45,,,,,,50,90-91,50,50,60,55,"6' 2""",185,L,L,"A solid high school prospect from Dunedin, Florida, Beard began his college career in state at Florida Atlantic University, stepping right into the Owls rotation as a freshman. He took a big step forward as their sophomore ace in 2025, earning All American Athletic Conference First Team honors in the process before making a couple of Cape Cod League appearances and participating in USA Baseball’s Collegiate National Training Camp over the summer. A transfer to Florida State and the ACC could help his profile.Tall and lean, Beard is the quintessential pitchability college lefty with a strong feel for his craft and an unusual delivery to help it all play up. Everything comes from a very high slot that creates extension and deception. Velocity-wise, his fastball is fringy, sitting around 90-91 mph and topping out at 94, but he does a nice job of elevating it up and hitters chasing it out of the zone. His best pitch is his 75-77 mph changeup that gets “Bugs Bunny” comments from scouts, sold with outstanding arm speed. He has feel for spinning his breaking stuff with some depth, both a newer low-80s slider and a softer curve he’s had since his prep days, though they trail the cambio so he uses them a bit more strategically.Beard has made excellent strides with his ability to fill up the zone and limit walks. His ceiling might be a bit limited, but he’s reminded some of Guardians lefty Logan Allen, a second rounder out of Florida International in 2020, in terms of the path he could potentially follow.",Florida State
p0134,Kyle Jones,812807,45,50,40,55,50,55,,,,,,,"6' 3""",190,R,R,"A high school product from outside of Athens, Georgia, Jones began his college career at Stetson University, opening a lot of eyes by posting a .935 OPS with 23 steals and earning ASUN Conference Freshman of the Year honors. His move to the University of Florida as a sophomore was cut short after just four games by season-ending shoulder surgery. He was swinging the bat well upon his return as a redshirt sophomore with the Gators this spring, though a lack of impact, especially in SEC play, was somewhat hampering his Draft stock.A 6-foot-3 athletic right-handed hitter, Jones had been as advertised for much of the 2026 season. He has a solid approach at the plate with good bat-to-ball skills, walking nearly as often as striking out in his college career. While he hasn’t been driving the ball, being more of a gap-to-gap guy, there is some projection in his frame, and some think he could get to power, at least to his pull side, if he can learn to get behind the ball better.&nbsp;Jones is a premium athlete but wasn’t clocking in plus run times at the start of the spring, though he was showing more effort and stealing more bags as the season unfolded. He also has the ability to play a very good center field, especially when he’s going full throttle. Some of the energy-related issues could have been him just feeling himself out following last year’s left shoulder labrum surgery, and a strong finish to his SEC campaign could help push him up a bit on Draft boards.",Florida
p0094,Kevin Roberts Jr.,828809,45,40,55,60,50,55,,,,,,,"6' 5""",220,R,R,"For the second time in three years, Jackson Prep (Flowood, Miss.) has a potential 30-30 center fielder. Because of questions about his bat, he won't go ninth overall like Konnor Griffin did to the Pirates in 2024, but Roberts has one of the highest ceilings in the high school class. He also has one of the best bodies (6-foot-5, 215 pounds) and is one of the youngest players, not turning 18 until two weeks after the 2026 Draft.With his combination of bat speed and the strength and leverage in his huge frame, Roberts can produce tape-measure shots and high exit velocities. He has well-above-average raw power but did little damage against high-level competition on the showcase circuit last summer. He loses his timing at the plate, chases fastballs out of the zone and has to prove he can handle quality breaking pitches.A three-sport star who also has played forward in basketball and ran the 200-meter dash and long jumped in track, Roberts has plus speed and should be able to handle center field. The Florida recruit has been clocked at up to 94 mph on the mound, but he didn't pitch last summer after sustaining a shoulder injury and will focus on hitting going forward. His arm now is playing more as average in center, which is more than enough for the position.",
